,data_dict,delta_Hmix,delta_Smix,delta_R,VECmix,Tmix,Omiga,is_stable,phase
283,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.2}",-10.97,12.441,4.419,9.85,1490.495,1.69,True,FCC
284,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.15, ""Cu"": 0.35}",-16.04,12.582,4.872,9.45,1493.998,1.172,True,FCC
285,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.3}",-15.38,12.841,4.789,9.45,1487.817,1.242,True,FCC
286,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.25}",-14.76,12.925,4.628,9.45,1481.637,1.297,True,FCC
287,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.2}",-14.18,12.841,4.383,9.45,1475.458,1.336,True,FCC
288,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.15}",-13.64,12.582,4.043,9.45,1469.277,1.355,True,FCC
293,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.15}",-16.78,12.841,4.01,9.05,1454.24,1.113,True,FCC
294,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.2, ""Ag"": 0.35, ""Cu"": 0.1}",-16.29,12.441,3.553,9.05,1448.06,1.106,True,FCC
313,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.35}",-10.79,11.894,4.814,10.2,1564.622,1.725,True,FCC
314,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.3}",-9.98,12.047,4.746,10.2,1558.442,1.881,True,FCC
315,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.25}",-9.21,12.047,4.599,10.2,1552.262,2.03,True,FCC
316,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.2}",-8.48,11.894,4.369,10.2,1546.082,2.169,True,FCC
317,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.35}",-14.44,12.252,4.76,9.8,1549.585,1.315,True,FCC
318,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.3}",-13.64,12.511,4.698,9.8,1543.405,1.416,True,FCC
319,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.25}",-12.88,12.595,4.556,9.8,1537.225,1.503,True,FCC
320,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.2}",-12.16,12.511,4.33,9.8,1531.045,1.575,True,FCC
321,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.15}",-11.48,12.252,4.009,9.8,1524.865,1.627,True,FCC
323,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.15, ""Cu"": 0.3}",-17.22,12.652,4.648,9.4,1528.367,1.123,True,FCC
324,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.25}",-16.47,12.841,4.512,9.4,1522.188,1.187,True,FCC
325,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.2}",-15.76,12.841,4.29,9.4,1516.008,1.235,True,FCC
326,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.15}",-15.09,12.652,3.973,9.4,1509.827,1.266,True,FCC
327,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.1}",-14.46,12.252,3.538,9.4,1503.647,1.274,True,FCC
350,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.35}",-11.96,11.635,4.639,10.15,1605.173,1.562,True,FCC
351,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.3}",-11.02,11.894,4.598,10.15,1598.992,1.726,True,FCC
352,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.25}",-10.12,11.977,4.476,10.15,1592.812,1.885,True,FCC
353,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.2}",-9.26,11.894,4.269,10.15,1586.632,2.038,True,FCC
354,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.15}",-8.44,11.635,3.968,10.15,1580.453,2.179,True,FCC
355,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.35}",-16.0,11.853,4.58,9.75,1590.135,1.178,True,FCC
356,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.3}",-15.07,12.252,4.546,9.75,1583.955,1.288,True,FCC
357,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.25}",-14.18,12.441,4.429,9.75,1577.775,1.384,True,FCC
358,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.2}",-13.33,12.441,4.227,9.75,1571.595,1.467,True,FCC
359,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.15}",-12.52,12.252,3.93,9.75,1565.415,1.532,True,FCC
360,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.1}",-11.75,11.853,3.515,9.75,1559.235,1.573,True,FCC
364,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.2}",-17.32,12.687,4.184,9.35,1556.558,1.14,True,FCC
365,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.15}",-16.52,12.582,3.891,9.35,1550.378,1.181,True,FCC
366,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.1}",-15.76,12.252,3.48,9.35,1544.198,1.2,True,FCC
367,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.05}",-15.04,11.635,2.907,9.35,1538.018,1.19,True,FCC
386,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.35}",-8.62,11.635,5.322,10.0,1376.385,1.858,True,FCC
387,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.35}",-10.59,12.035,5.281,9.6,1361.348,1.547,True,FCC
388,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.3}",-10.36,12.035,5.132,9.6,1355.168,1.574,True,FCC
389,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.2, ""Ag"": 0.25, ""Cu"": 0.35}",-12.48,12.224,5.239,9.2,1346.31,1.319,True,FCC
390,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.3}",-12.26,12.293,5.094,9.2,1340.13,1.344,True,FCC
391,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.2, ""Ag"": 0.35, ""Cu"": 0.25}",-12.08,12.224,4.875,9.2,1333.95,1.35,True,FCC
392,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.35}",-14.29,12.224,5.196,8.8,1331.272,1.139,True,FCC
393,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.3}",-14.08,12.377,5.056,8.8,1325.092,1.165,True,FCC
394,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.3, ""Cu"": 0.25}",-13.91,12.377,4.842,8.8,1318.912,1.174,True,FCC
395,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.35, ""Cu"": 0.2}",-13.78,12.224,4.544,8.8,1312.732,1.165,True,FCC
407,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.35}",-7.74,11.635,5.243,10.35,1431.973,2.153,True,FCC
408,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.35}",-10.18,12.252,5.199,9.95,1416.935,1.705,True,FCC
409,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.3}",-9.81,12.252,5.068,9.95,1410.755,1.762,True,FCC
410,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.35}",-12.54,12.582,5.155,9.55,1401.897,1.407,True,FCC
411,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.3}",-12.18,12.652,5.028,9.55,1395.718,1.45,True,FCC
412,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.25}",-11.86,12.582,4.827,9.55,1389.538,1.474,True,FCC
413,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.2, ""Ag"": 0.2, ""Cu"": 0.35}",-14.82,12.687,5.11,9.15,1386.86,1.187,True,FCC
414,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.2, ""Ag"": 0.25, ""Cu"": 0.3}",-14.47,12.841,4.988,9.15,1380.68,1.225,True,FCC
415,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.25}",-14.16,12.841,4.791,9.15,1374.5,1.246,True,FCC
416,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.2, ""Ag"": 0.35, ""Cu"": 0.2}",-13.89,12.687,4.511,9.15,1368.32,1.25,True,FCC
435,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.35}",-8.89,12.035,5.11,10.3,1472.523,1.993,True,FCC
436,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.3}",-8.38,12.035,4.997,10.3,1466.342,2.106,True,FCC
437,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.35}",-11.72,12.582,5.064,9.9,1457.485,1.565,True,FCC
438,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.3}",-11.22,12.652,4.956,9.9,1451.305,1.637,True,FCC
439,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.25}",-10.76,12.582,4.772,9.9,1445.125,1.69,True,FCC
440,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.35}",-14.47,12.829,5.016,9.5,1442.448,1.279,True,FCC
441,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.3}",-13.98,12.982,4.913,9.5,1436.268,1.334,True,FCC
442,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.25}",-13.53,12.982,4.734,9.5,1430.088,1.372,True,FCC
443,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.2}",-13.12,12.829,4.472,9.5,1423.907,1.392,True,FCC
445,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Ag"": 0.2, ""Cu"": 0.3}",-16.66,13.087,4.869,9.1,1421.23,1.116,True,FCC
446,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Ag"": 0.25, ""Cu"": 0.25}",-16.22,13.171,4.695,9.1,1415.05,1.149,True,FCC
447,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.2}",-15.82,13.087,4.438,9.1,1408.87,1.165,True,FCC
448,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Ag"": 0.35, ""Cu"": 0.15}",-15.46,12.829,4.085,9.1,1402.69,1.164,True,FCC
468,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.35}",-10.02,12.224,4.964,10.25,1513.073,1.846,True,FCC
469,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.3}",-9.38,12.293,4.876,10.25,1506.892,1.975,True,FCC
470,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.25}",-8.78,12.224,4.71,10.25,1500.712,2.089,True,FCC
471,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.35}",-13.24,12.687,4.914,9.85,1498.035,1.435,True,FCC
472,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.3}",-12.61,12.841,4.831,9.85,1491.855,1.519,True,FCC
473,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.25}",-12.02,12.841,4.67,9.85,1485.675,1.587,True,FCC
474,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.2}",-11.47,12.687,4.427,9.85,1479.495,1.636,True,FCC
475,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.15, ""Ag"": 0.15, ""Cu"": 0.35}",-16.38,12.829,4.862,9.45,1482.998,1.162,True,FCC
476,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.3}",-15.76,13.087,4.784,9.45,1476.817,1.226,True,FCC
477,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.25}",-15.18,13.171,4.629,9.45,1470.637,1.276,True,FCC
478,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.2}",-14.64,13.087,4.39,9.45,1464.458,1.309,True,FCC
479,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.15}",-14.14,12.829,4.056,9.45,1458.277,1.323,True,FCC
504,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.35}",-11.13,12.224,4.803,10.2,1553.622,1.706,True,FCC
505,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.3}",-10.36,12.377,4.74,10.2,1547.442,1.849,True,FCC
506,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.25}",-9.63,12.377,4.599,10.2,1541.262,1.981,True,FCC
507,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.2}",-8.94,12.224,4.374,10.2,1535.082,2.099,True,FCC
508,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.35}",-14.74,12.582,4.748,9.8,1538.585,1.313,True,FCC
509,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.3}",-13.98,12.841,4.691,9.8,1532.405,1.408,True,FCC
510,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.25}",-13.26,12.925,4.555,9.8,1526.225,1.488,True,FCC
511,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.2}",-12.58,12.841,4.335,9.8,1520.045,1.552,True,FCC
512,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.15}",-11.94,12.582,4.02,9.8,1513.865,1.595,True,FCC
514,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.15, ""Cu"": 0.3}",-17.52,12.982,4.641,9.4,1517.367,1.124,True,FCC
515,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.25}",-16.81,13.171,4.511,9.4,1511.188,1.184,True,FCC
516,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.2}",-16.14,13.171,4.295,9.4,1505.008,1.228,True,FCC
517,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.15}",-15.51,12.982,3.984,9.4,1498.827,1.255,True,FCC
518,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.1}",-14.92,12.582,3.557,9.4,1492.647,1.259,True,FCC
541,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.35}",-12.22,12.035,4.625,10.15,1594.173,1.57,True,FCC
542,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.3}",-11.32,12.293,4.59,10.15,1587.992,1.724,True,FCC
543,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.25}",-10.46,12.377,4.474,10.15,1581.812,1.872,True,FCC
544,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.2}",-9.64,12.293,4.273,10.15,1575.632,2.009,True,FCC
545,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.15}",-8.86,12.035,3.978,10.15,1569.453,2.132,True,FCC
546,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.35}",-16.22,12.252,4.565,9.75,1579.135,1.193,True,FCC
547,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.3}",-15.33,12.652,4.537,9.75,1572.955,1.298,True,FCC
548,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.25}",-14.48,12.841,4.427,9.75,1566.775,1.389,True,FCC
549,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.2}",-13.67,12.841,4.23,9.75,1560.595,1.466,True,FCC
550,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.15}",-12.9,12.652,3.939,9.75,1554.415,1.525,True,FCC
551,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.1}",-12.17,12.252,3.533,9.75,1548.235,1.559,True,FCC
555,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.2}",-17.62,13.087,4.187,9.35,1545.558,1.148,True,FCC
556,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.15}",-16.86,12.982,3.9,9.35,1539.378,1.185,True,FCC
557,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.1}",-16.14,12.652,3.497,9.35,1533.198,1.202,True,FCC
558,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.05}",-15.46,12.035,2.935,9.35,1527.018,1.189,True,FCC
577,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.35}",-13.29,11.635,4.428,10.1,1634.722,1.431,True,FCC
578,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.3}",-12.26,12.035,4.423,10.1,1628.542,1.599,True,FCC
579,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.25}",-11.27,12.224,4.334,10.1,1622.362,1.76,True,FCC
580,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.2}",-10.32,12.224,4.158,10.1,1616.182,1.914,True,FCC
581,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.15}",-9.41,12.035,3.886,10.1,1610.002,2.059,True,FCC
582,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.1}",-8.54,11.635,3.501,10.1,1603.822,2.185,True,FCC
584,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.3}",-16.66,12.252,4.365,9.7,1613.505,1.187,True,FCC
585,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.25}",-15.68,12.582,4.282,9.7,1607.325,1.29,True,FCC
586,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.2}",-14.74,12.687,4.111,9.7,1601.145,1.378,True,FCC
587,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.15}",-13.84,12.582,3.844,9.7,1594.965,1.45,True,FCC
588,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.1}",-12.98,12.252,3.462,9.7,1588.785,1.5,True,FCC
589,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.05}",-12.16,11.635,2.925,9.7,1582.605,1.514,True,FCC
593,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.15}",-18.19,12.829,3.801,9.3,1579.927,1.114,True,FCC
594,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.1}",-17.34,12.582,3.423,9.3,1573.748,1.142,True,FCC
595,"{""Pd"": 0.15, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.05}",-16.53,12.035,2.887,9.3,1567.568,1.141,True,FCC
610,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.35}",-8.36,11.277,5.238,10.35,1420.972,1.917,True,FCC
611,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.35}",-10.76,11.894,5.194,9.95,1405.935,1.554,True,FCC
612,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.3}",-10.43,11.894,5.067,9.95,1399.755,1.596,True,FCC
613,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.35}",-13.08,12.224,5.149,9.55,1390.897,1.3,True,FCC
614,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.3}",-12.76,12.293,5.028,9.55,1384.718,1.334,True,FCC
615,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.25}",-12.48,12.224,4.831,9.55,1378.538,1.35,True,FCC
616,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.2, ""Ag"": 0.2, ""Cu"": 0.35}",-15.32,12.329,5.103,9.15,1375.86,1.107,True,FCC
617,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.2, ""Ag"": 0.25, ""Cu"": 0.3}",-15.01,12.482,4.987,9.15,1369.68,1.139,True,FCC
618,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.25}",-14.74,12.482,4.795,9.15,1363.5,1.155,True,FCC
619,"{""Pd"": 0.2, ""Pt"": 0.05, ""Al"": 0.2, ""Ag"": 0.35, ""Cu"": 0.2}",-14.51,12.329,4.521,9.15,1357.32,1.153,True,FCC
638,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.35}",-9.43,11.894,5.104,10.3,1461.522,1.843,True,FCC
639,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.3}",-8.96,11.894,4.995,10.3,1455.342,1.932,True,FCC
640,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.35}",-12.22,12.441,5.056,9.9,1446.485,1.473,True,FCC
641,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.3}",-11.76,12.511,4.953,9.9,1440.305,1.532,True,FCC
642,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.25}",-11.34,12.441,4.775,9.9,1434.125,1.573,True,FCC
643,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.35}",-14.93,12.687,5.008,9.5,1431.447,1.216,True,FCC
644,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.3}",-14.48,12.841,4.91,9.5,1425.268,1.264,True,FCC
645,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.25}",-14.07,12.841,4.737,9.5,1419.088,1.295,True,FCC
646,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.2}",-13.7,12.687,4.481,9.5,1412.907,1.308,True,FCC
650,"{""Pd"": 0.2, ""Pt"": 0.1, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.2}",-16.36,12.946,4.446,9.1,1397.87,1.106,True,FCC
