,data_dict,delta_Hmix,delta_Smix,delta_R,VECmix,Tmix,Omiga,is_stable,phase
305,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.15}",-22.82,12.841,3.941,8.25,1424.165,0.801,False,
306,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.1}",-22.35,12.595,3.491,8.25,1417.985,0.799,False,
307,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.3, ""Ag"": 0.3, ""Cu"": 0.05}",-21.92,12.047,2.867,8.25,1411.805,0.776,False,
308,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.25}",-26.76,11.977,4.456,7.85,1421.488,0.636,False,
309,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.2}",-26.22,12.441,4.229,7.85,1415.308,0.672,False,
310,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.15}",-25.72,12.582,3.905,7.85,1409.128,0.689,False,
311,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.1}",-25.26,12.441,3.458,7.85,1402.948,0.691,False,
312,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.05}",-24.84,11.977,2.837,7.85,1396.768,0.673,False,
322,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.1, ""Cu"": 0.35}",-18.01,12.252,4.704,9.4,1534.548,1.044,False,
328,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Ag"": 0.05, ""Cu"": 0.35}",-21.5,11.894,4.648,9.0,1519.51,0.841,False,
329,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Ag"": 0.1, ""Cu"": 0.3}",-20.72,12.511,4.598,9.0,1513.33,0.914,False,
330,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Ag"": 0.15, ""Cu"": 0.25}",-19.98,12.841,4.467,9.0,1507.15,0.969,False,
331,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Ag"": 0.2, ""Cu"": 0.2}",-19.28,12.946,4.25,9.0,1500.97,1.008,False,
332,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Ag"": 0.25, ""Cu"": 0.15}",-18.62,12.841,3.937,9.0,1494.79,1.031,False,
333,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.1}",-18.0,12.511,3.505,9.0,1488.61,1.035,False,
334,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Ag"": 0.35, ""Cu"": 0.05}",-17.42,11.894,2.906,9.0,1482.43,1.012,False,
335,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.3}",-24.14,12.047,4.546,8.6,1498.292,0.748,False,
336,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.25}",-23.41,12.595,4.42,8.6,1492.113,0.803,False,
337,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.2}",-22.72,12.841,4.208,8.6,1485.932,0.84,False,
338,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.15}",-22.07,12.841,3.899,8.6,1479.752,0.861,False,
339,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.1}",-21.46,12.595,3.471,8.6,1473.572,0.865,False,
340,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.25, ""Ag"": 0.3, ""Cu"": 0.05}",-20.89,12.047,2.874,8.6,1467.392,0.846,False,
341,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.25}",-26.76,12.047,4.373,8.2,1477.075,0.665,False,
342,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.2}",-26.08,12.511,4.166,8.2,1470.895,0.706,False,
343,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.15}",-25.44,12.652,3.861,8.2,1464.715,0.728,False,
344,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.1}",-24.84,12.511,3.436,8.2,1458.535,0.735,False,
345,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.05}",-24.28,12.047,2.841,8.2,1452.355,0.721,False,
346,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.2}",-29.36,11.894,4.122,7.8,1455.858,0.59,False,
347,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.15}",-28.73,12.252,3.822,7.8,1449.678,0.618,False,
348,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.1}",-28.14,12.252,3.4,7.8,1443.498,0.628,False,
349,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.05}",-27.59,11.894,2.807,7.8,1437.318,0.62,False,
361,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.05, ""Cu"": 0.35}",-19.96,11.635,4.519,9.35,1575.097,0.918,False,
362,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.1, ""Cu"": 0.3}",-19.04,12.252,4.492,9.35,1568.918,1.01,False,
363,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.15, ""Ag"": 0.15, ""Cu"": 0.25}",-18.16,12.582,4.381,9.35,1562.737,1.083,False,
368,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Ag"": 0.05, ""Cu"": 0.3}",-22.93,11.894,4.437,8.95,1553.88,0.806,False,
369,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Ag"": 0.1, ""Cu"": 0.25}",-22.06,12.441,4.332,8.95,1547.7,0.873,False,
370,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Ag"": 0.15, ""Cu"": 0.2}",-21.23,12.687,4.14,8.95,1541.52,0.921,False,
371,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Ag"": 0.2, ""Cu"": 0.15}",-20.44,12.687,3.851,8.95,1535.34,0.953,False,
372,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Ag"": 0.25, ""Cu"": 0.1}",-19.69,12.441,3.443,8.95,1529.16,0.966,False,
373,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.05}",-18.98,11.894,2.872,8.95,1522.98,0.954,False,
374,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.25}",-25.88,11.977,4.282,8.55,1532.662,0.709,False,
375,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.2}",-25.06,12.441,4.095,8.55,1526.482,0.758,False,
376,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.15}",-24.28,12.582,3.81,8.55,1520.302,0.788,False,
377,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.1}",-23.54,12.441,3.406,8.55,1514.123,0.8,False,
378,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.05}",-22.84,11.977,2.837,8.55,1507.942,0.791,False,
379,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.2}",-28.81,11.894,4.048,8.15,1511.445,0.624,False,
380,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.15}",-28.04,12.252,3.767,8.15,1505.265,0.658,False,
381,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.1}",-27.31,12.252,3.367,8.15,1499.085,0.673,False,
382,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.05}",-26.62,11.894,2.8,8.15,1492.905,0.667,False,
383,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.15}",-31.72,11.635,3.724,7.75,1490.228,0.547,False,
384,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.1}",-31.0,11.853,3.327,7.75,1484.048,0.567,False,
385,"{""Pd"": 0.1, ""Pt"": 0.35, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.05}",-30.32,11.635,2.762,7.75,1477.867,0.567,False,
396,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.35}",-16.02,12.035,5.152,8.4,1316.235,0.989,False,
397,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.3}",-15.82,12.293,5.018,8.4,1310.055,1.018,False,
398,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.25}",-15.66,12.377,4.807,8.4,1303.875,1.031,False,
399,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.3, ""Cu"": 0.2}",-15.54,12.293,4.514,8.4,1297.695,1.027,False,
400,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.35, ""Cu"": 0.15}",-15.46,12.035,4.123,8.4,1291.515,1.005,False,
401,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.35}",-17.67,11.635,5.108,8.0,1301.198,0.857,False,
402,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.3}",-17.48,12.035,4.978,8.0,1295.018,0.892,False,
403,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.25}",-17.33,12.224,4.772,8.0,1288.838,0.909,False,
404,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.2}",-17.22,12.224,4.483,8.0,1282.658,0.911,False,
405,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.3, ""Cu"": 0.15}",-17.15,12.035,4.095,8.0,1276.478,0.896,False,
406,"{""Pd"": 0.15, ""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.35, ""Cu"": 0.1}",-17.12,11.635,3.581,8.0,1270.298,0.863,False,
417,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.35}",-17.02,12.582,5.063,8.75,1371.822,1.014,False,
418,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.3}",-16.68,12.841,4.947,8.75,1365.642,1.051,False,
419,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.25}",-16.38,12.925,4.755,8.75,1359.462,1.073,False,
420,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.3, ""Cu"": 0.2}",-16.12,12.841,4.479,8.75,1353.282,1.078,False,
421,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.35, ""Cu"": 0.15}",-15.9,12.582,4.107,8.75,1347.102,1.066,False,
422,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.35}",-19.14,12.252,5.016,8.35,1356.785,0.869,False,
423,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.3}",-18.81,12.652,4.905,8.35,1350.605,0.908,False,
424,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.25}",-18.52,12.841,4.717,8.35,1344.425,0.932,False,
425,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.2}",-18.27,12.841,4.446,8.35,1338.245,0.941,False,
426,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.3, ""Cu"": 0.15}",-18.06,12.652,4.078,8.35,1332.065,0.933,False,
427,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.35, ""Cu"": 0.1}",-17.89,12.252,3.586,8.35,1325.885,0.908,False,
428,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.35}",-21.18,11.635,4.968,7.95,1341.748,0.737,False,
429,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.3}",-20.86,12.252,4.862,7.95,1335.568,0.784,False,
430,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.25}",-20.58,12.582,4.679,7.95,1329.388,0.813,False,
431,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.2}",-20.34,12.687,4.412,7.95,1323.208,0.825,False,
432,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.15}",-20.14,12.582,4.048,7.95,1317.028,0.823,False,
433,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.3, ""Cu"": 0.1}",-19.98,12.252,3.559,7.95,1310.848,0.804,False,
434,"{""Pd"": 0.15, ""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.35, ""Cu"": 0.05}",-19.86,11.635,2.888,7.95,1304.668,0.764,False,
444,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.2, ""Ag"": 0.15, ""Cu"": 0.35}",-17.14,12.829,4.967,9.1,1427.41,1.068,False,
449,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.35}",-19.73,12.582,4.917,8.7,1412.372,0.901,False,
450,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.3}",-19.26,12.982,4.825,8.7,1406.192,0.948,False,
451,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.25}",-18.83,13.171,4.656,8.7,1400.012,0.979,False,
452,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.2}",-18.44,13.171,4.403,8.7,1393.832,0.996,False,
453,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.3, ""Cu"": 0.15}",-18.09,12.982,4.053,8.7,1387.653,0.996,False,
454,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.35, ""Cu"": 0.1}",-17.78,12.582,3.584,8.7,1381.472,0.978,False,
455,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.35}",-22.24,12.035,4.866,8.3,1397.335,0.756,False,
456,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.3}",-21.78,12.652,4.779,8.3,1391.155,0.808,False,
457,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.25}",-21.36,12.982,4.615,8.3,1384.975,0.842,False,
458,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.2}",-20.98,13.087,4.366,8.3,1378.795,0.86,False,
459,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.15}",-20.64,12.982,4.021,8.3,1372.615,0.863,False,
460,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.3, ""Cu"": 0.1}",-20.34,12.652,3.555,8.3,1366.435,0.85,False,
461,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.35, ""Cu"": 0.05}",-20.08,12.035,2.913,8.3,1360.255,0.815,False,
462,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.3}",-24.22,12.035,4.733,7.9,1376.118,0.684,False,
463,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.25}",-23.81,12.582,4.574,7.9,1369.938,0.724,False,
464,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.2}",-23.44,12.829,4.329,7.9,1363.758,0.746,False,
465,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.15}",-23.11,12.829,3.988,7.9,1357.578,0.754,False,
466,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.1}",-22.82,12.582,3.525,7.9,1351.398,0.745,False,
467,"{""Pd"": 0.15, ""Pt"": 0.15, ""Al"": 0.35, ""Ag"": 0.3, ""Cu"": 0.05}",-22.57,12.035,2.886,7.9,1345.218,0.717,False,
480,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Ag"": 0.1, ""Cu"": 0.35}",-19.44,12.687,4.809,9.05,1467.96,0.958,False,
481,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Ag"": 0.15, ""Cu"": 0.3}",-18.83,13.087,4.737,9.05,1461.78,1.016,False,
482,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Ag"": 0.2, ""Cu"": 0.25}",-18.26,13.276,4.587,9.05,1455.6,1.058,False,
483,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Ag"": 0.25, ""Cu"": 0.2}",-17.73,13.276,4.352,9.05,1449.42,1.085,False,
484,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.15}",-17.24,13.087,4.022,9.05,1443.24,1.096,False,
485,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.2, ""Ag"": 0.35, ""Cu"": 0.1}",-16.79,12.687,3.574,9.05,1437.06,1.086,False,
486,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.35}",-22.42,12.224,4.755,8.65,1452.922,0.792,False,
487,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.3}",-21.82,12.841,4.689,8.65,1446.742,0.851,False,
488,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.25}",-21.26,13.171,4.544,8.65,1440.562,0.892,False,
489,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.2}",-20.74,13.276,4.314,8.65,1434.382,0.918,False,
490,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.15}",-20.26,13.171,3.988,8.65,1428.202,0.928,False,
491,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Ag"": 0.3, ""Cu"": 0.1}",-19.82,12.841,3.543,8.65,1422.023,0.921,False,
492,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.25, ""Ag"": 0.35, ""Cu"": 0.05}",-19.42,12.224,2.929,8.65,1415.843,0.891,False,
493,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.3}",-24.73,12.293,4.64,8.25,1431.705,0.712,False,
494,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.25}",-24.18,12.841,4.5,8.25,1425.525,0.757,False,
495,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.2}",-23.67,13.087,4.275,8.25,1419.345,0.785,False,
496,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.15}",-23.2,13.087,3.953,8.25,1413.165,0.797,False,
497,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.1}",-22.77,12.841,3.511,8.25,1406.985,0.793,False,
498,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.3, ""Ag"": 0.3, ""Cu"": 0.05}",-22.38,12.293,2.9,8.25,1400.805,0.769,False,
499,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.25}",-27.02,12.224,4.455,7.85,1410.488,0.638,False,
500,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.2}",-26.52,12.687,4.234,7.85,1404.308,0.672,False,
501,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.15}",-26.06,12.829,3.916,7.85,1398.128,0.688,False,
502,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.1}",-25.64,12.687,3.478,7.85,1391.948,0.689,False,
503,"{""Pd"": 0.15, ""Pt"": 0.2, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.05}",-25.26,12.224,2.869,7.85,1385.768,0.671,False,
513,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.15, ""Ag"": 0.1, ""Cu"": 0.35}",-18.27,12.582,4.692,9.4,1523.548,1.049,False,
519,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.2, ""Ag"": 0.05, ""Cu"": 0.35}",-21.72,12.224,4.634,9.0,1508.51,0.849,False,
520,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.2, ""Ag"": 0.1, ""Cu"": 0.3}",-20.98,12.841,4.59,9.0,1502.33,0.92,False,
521,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.2, ""Ag"": 0.15, ""Cu"": 0.25}",-20.28,13.171,4.465,9.0,1496.15,0.972,False,
522,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.2, ""Ag"": 0.2, ""Cu"": 0.2}",-19.62,13.276,4.254,9.0,1489.97,1.008,False,
523,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.2, ""Ag"": 0.25, ""Cu"": 0.15}",-19.0,13.171,3.948,9.0,1483.79,1.029,False,
524,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.2, ""Ag"": 0.3, ""Cu"": 0.1}",-18.42,12.841,3.524,9.0,1477.61,1.03,False,
525,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.2, ""Ag"": 0.35, ""Cu"": 0.05}",-17.88,12.224,2.936,9.0,1471.43,1.006,False,
526,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.3}",-24.36,12.377,4.538,8.6,1487.292,0.756,False,
527,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.25}",-23.67,12.925,4.418,8.6,1481.113,0.809,False,
528,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.2}",-23.02,13.171,4.212,8.6,1474.932,0.844,False,
529,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.15}",-22.41,13.171,3.91,8.6,1468.752,0.863,False,
530,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.1}",-21.84,12.925,3.489,8.6,1462.572,0.866,False,
531,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.25, ""Ag"": 0.3, ""Cu"": 0.05}",-21.31,12.377,2.904,8.6,1456.392,0.846,False,
532,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.25}",-26.98,12.377,4.37,8.2,1466.075,0.673,False,
533,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.2}",-26.34,12.841,4.169,8.2,1459.895,0.712,False,
534,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.15}",-25.74,12.982,3.871,8.2,1453.715,0.733,False,
535,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.1}",-25.18,12.841,3.454,8.2,1447.535,0.738,False,
536,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.05}",-24.66,12.377,2.871,8.2,1441.355,0.723,False,
537,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.2}",-29.58,12.224,4.125,7.8,1444.858,0.597,False,
538,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.15}",-28.99,12.582,3.831,7.8,1438.678,0.624,False,
539,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.1}",-28.44,12.582,3.417,7.8,1432.498,0.634,False,
540,"{""Pd"": 0.15, ""Pt"": 0.25, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.05}",-27.93,12.224,2.837,7.8,1426.318,0.624,False,
552,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.05, ""Cu"": 0.35}",-20.14,12.035,4.504,9.35,1564.097,0.935,False,
553,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.1, ""Cu"": 0.3}",-19.26,12.652,4.483,9.35,1557.918,1.023,False,
554,"{""Pd"": 0.15, ""Pt"": 0.3, ""Al"": 0.15, ""Ag"": 0.15, ""Cu"": 0.25}",-18.42,12.982,4.378,9.35,1551.737,1.094,False,
